scope,key,actual,stored,delta,passed
seed2_run,share_zero_switches,0.17384453781512604,0.17384453781512604,0.0,True
seed2_run,share_le2_switches,0.8282563025210085,0.8282563025210085,0.0,True
seed2_run,mean_adjacent_ARI,0.8755010071579051,0.8755010071579051,0.0,True
seed2_run,mean_adjacent_NMI,0.8835276496283437,0.8835276496283437,0.0,True
seed3_profiles,A/retention,0.9787234042553191,0.9787234042553191,0.0,True
seed3_profiles,A/precision,0.30196936542669583,0.30196936542669583,0.0,True
seed3_profiles,A/Jaccard,0.3,0.3,0.0,True
seed3_profiles,A/within_pair_coassignment,0.9578520770010132,0.9578520770010132,0.0,True
seed3_profiles,B/retention,1.0,1.0,0.0,True
seed3_profiles,B/precision,0.3391003460207612,0.3391003460207612,0.0,True
seed3_profiles,B/Jaccard,0.3391003460207612,0.3391003460207612,0.0,True
seed3_profiles,B/within_pair_coassignment,1.0,1.0,0.0,True
seed3_profiles,C/retention,0.6206896551724138,0.6206896551724138,0.0,True
seed3_profiles,C/precision,1.0,1.0,0.0,True
seed3_profiles,C/Jaccard,0.6206896551724138,0.6206896551724138,0.0,True
seed3_profiles,C/within_pair_coassignment,0.4876847290640394,0.4876847290640394,0.0,True
seed3_profiles,D/retention,0.9803921568627451,0.9803921568627451,0.0,True
seed3_profiles,D/precision,0.3282275711159737,0.3282275711159737,0.0,True
seed3_profiles,D/Jaccard,0.32608695652173914,0.32608695652173914,0.0,True
seed3_profiles,D/within_pair_coassignment,0.9613003095975232,0.9613003095975232,0.0,True
seed3_profiles,E/retention,1.0,1.0,0.0,True
seed3_profiles,E/precision,0.643598615916955,0.643598615916955,0.0,True
seed3_profiles,E/Jaccard,0.643598615916955,0.643598615916955,0.0,True
seed3_profiles,E/within_pair_coassignment,1.0,1.0,0.0,True
seed3_profiles,F/retention,0.5137614678899083,0.5137614678899083,0.0,True
seed3_profiles,F/precision,0.3676148796498906,0.3676148796498906,0.0,True
seed3_profiles,F/Jaccard,0.2727272727272727,0.2727272727272727,0.0,True
seed3_profiles,F/within_pair_coassignment,0.4929551040318193,0.4929551040318193,0.0,True
seed3_profiles,G/retention,0.9989637305699481,0.9989637305699481,0.0,True
seed3_profiles,G/precision,0.8515901060070671,0.8515901060070671,0.0,True
seed3_profiles,G/Jaccard,0.8508384819064431,0.8508384819064431,0.0,True
seed3_profiles,G/within_pair_coassignment,0.9979274611398964,0.9979274611398964,0.0,True
seed3_pairs,A/B/cross_coassignment,0.014184397163120567,0.014184397163120567,0.0,True
seed3_pairs,A/C/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,A/D/cross_coassignment,0.9598108747044918,0.9598108747044918,0.0,True
seed3_pairs,A/E/cross_coassignment,0.014184397163120567,0.014184397163120567,0.0,True
seed3_pairs,A/F/cross_coassignment,0.502873750189776,0.502873750189776,0.0,True
seed3_pairs,A/G/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,B/C/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,B/D/cross_coassignment,0.0196078431372549,0.0196078431372549,0.0,True
seed3_pairs,B/E/cross_coassignment,1.0,1.0,0.0,True
seed3_pairs,B/F/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,B/G/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,C/D/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,C/E/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,C/F/cross_coassignment,0.16555942212380048,0.16555942212380048,0.0,True
seed3_pairs,C/G/cross_coassignment,0.34447025192067177,0.34447025192067177,0.0,True
seed3_pairs,D/E/cross_coassignment,0.0196078431372549,0.0196078431372549,0.0,True
seed3_pairs,D/F/cross_coassignment,0.5036877136175572,0.5036877136175572,0.0,True
seed3_pairs,D/G/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,E/F/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,E/G/cross_coassignment,0.0,0.0,0.0,True
seed3_pairs,F/G/cross_coassignment,0.47962478807180997,0.47962478807180997,0.0,True
seed3_run,ARI_all_supra,0.46283013257116057,0.46283013257116057,0.0,True
seed3_run,NMI_all_supra,0.5815870564226249,0.5815870564226249,0.0,True
seed3_run,ARI_Dec2024,0.6723129000646803,0.6723129000646803,0.0,True
seed3_run,NMI_Dec2024,0.6781351627354104,0.6781351627354104,0.0,True
seed3_run,K_supra,12.0,12.0,0.0,True
seed3_run,K_Dec2024,8.0,8.0,0.0,True
seed3_run,mean_switches,2.5409663865546217,2.5409663865546217,0.0,True
seed3_run,median_switches,2.0,2.0,0.0,True
seed3_run,share_zero_switches,0.004201680672268907,0.004201680672268907,0.0,True
seed3_run,share_le2_switches,0.6113445378151261,0.6113445378151261,0.0,True
seed3_run,mean_adjacent_ARI,0.8372840578124198,0.8372840578124198,0.0,True
seed3_run,mean_adjacent_NMI,0.8457859705007066,0.8457859705007066,0.0,True
seed4_profiles,A/retention,0.9432624113475178,0.9432624113475178,0.0,True
seed4_profiles,A/precision,0.2975391498881432,0.2975391498881432,0.0,True
seed4_profiles,A/Jaccard,0.2923076923076923,0.2923076923076923,0.0,True
seed4_profiles,A/within_pair_coassignment,0.8904761904761904,0.8904761904761904,0.0,True
seed4_profiles,B/retention,1.0,1.0,0.0,True
seed4_profiles,B/precision,0.3402777777777778,0.3402777777777778,0.0,True
seed4_profiles,B/Jaccard,0.3402777777777778,0.3402777777777778,0.0,True
seed4_profiles,B/within_pair_coassignment,1.0,1.0,0.0,True
seed4_profiles,C/retention,0.896551724137931,0.896551724137931,0.0,True
seed4_profiles,C/precision,0.7027027027027027,0.7027027027027027,0.0,True
seed4_profiles,C/Jaccard,0.65,0.65,0.0,True
seed4_profiles,C/within_pair_coassignment,0.8004926108374384,0.8004926108374384,0.0,True
seed4_profiles,D/retention,0.9869281045751634,0.9869281045751634,0.0,True
seed4_profiles,D/precision,0.3378076062639821,0.3378076062639821,0.0,True
seed4_profiles,D/Jaccard,0.3363028953229399,0.3363028953229399,0.0,True
seed4_profiles,D/within_pair_coassignment,0.9740282077743379,0.9740282077743379,0.0,True
seed4_profiles,E/retention,1.0,1.0,0.0,True
seed4_profiles,E/precision,0.6458333333333334,0.6458333333333334,0.0,True
seed4_profiles,E/Jaccard,0.6458333333333334,0.6458333333333334,0.0,True
seed4_profiles,E/within_pair_coassignment,1.0,1.0,0.0,True
seed4_profiles,F/retention,0.4923547400611621,0.4923547400611621,0.0,True
seed4_profiles,F/precision,0.36017897091722595,0.36017897091722595,0.0,True
seed4_profiles,F/Jaccard,0.2626427406199021,0.2626427406199021,0.0,True
seed4_profiles,F/within_pair_coassignment,0.48042250614435,0.48042250614435,0.0,True
seed4_profiles,G/retention,0.9958549222797928,0.9958549222797928,0.0,True
seed4_profiles,G/precision,0.8557435440783615,0.8557435440783615,0.0,True
seed4_profiles,G/Jaccard,0.8527062999112689,0.8527062999112689,0.0,True
seed4_profiles,G/within_pair_coassignment,0.9917248941156236,0.9917248941156236,0.0,True
seed4_pairs,A/B/cross_coassignment,0.014184397163120567,0.014184397163120567,0.0,True
seed4_pairs,A/C/cross_coassignment,0.031792614331132306,0.031792614331132306,0.0,True
seed4_pairs,A/D/cross_coassignment,0.9311176007045844,0.9311176007045844,0.0,True
seed4_pairs,A/E/cross_coassignment,0.014184397163120567,0.014184397163120567,0.0,True
seed4_pairs,A/F/cross_coassignment,0.46489687032337823,0.46489687032337823,0.0,True
seed4_pairs,A/G/cross_coassignment,8.08437144012053e-05,8.08437144012053e-05,0.0,True
seed4_pairs,B/C/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,B/D/cross_coassignment,0.013071895424836602,0.013071895424836602,0.0,True
seed4_pairs,B/E/cross_coassignment,1.0,1.0,0.0,True
seed4_pairs,B/F/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,B/G/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,C/D/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,C/E/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,C/F/cross_coassignment,0.027839291363492565,0.027839291363492565,0.0,True
seed4_pairs,C/G/cross_coassignment,0.036233696623190995,0.036233696623190995,0.0,True
seed4_pairs,D/E/cross_coassignment,0.013071895424836602,0.013071895424836602,0.0,True
seed4_pairs,D/F/cross_coassignment,0.48591873038715994,0.48591873038715994,0.0,True
seed4_pairs,D/G/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,E/F/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,E/G/cross_coassignment,0.0,0.0,0.0,True
seed4_pairs,F/G/cross_coassignment,0.4873001536974537,0.4873001536974537,0.0,True
seed4_run,ARI_all_supra,0.2996489198270645,0.2996489198270645,0.0,True
seed4_run,NMI_all_supra,0.4914327452291461,0.4914327452291461,0.0,True
seed4_run,ARI_Dec2024,0.67786827634039,0.67786827634039,0.0,True
seed4_run,NMI_Dec2024,0.6758142913608383,0.6758142913608383,0.0,True
seed4_run,K_supra,15.0,15.0,0.0,True
seed4_run,K_Dec2024,9.0,9.0,0.0,True
seed4_run,mean_switches,3.340861344537815,3.340861344537815,0.0,True
seed4_run,median_switches,3.0,3.0,0.0,True
seed4_run,share_zero_switches,0.0,0.0,0.0,True
seed4_run,share_le2_switches,0.026260504201680673,0.026260504201680673,0.0,True
seed4_run,mean_adjacent_ARI,0.733461127579164,0.733461127579164,0.0,True
seed4_run,mean_adjacent_NMI,0.7599171407552474,0.7599171407552474,0.0,True
