target,scope,month,cluster_i,cluster_j,density_i,density_j,midpoint_density,denominator,zero_over_zero,positive_over_zero,ratio
temporal_louvain_alpha70,temporal,2024-05-01,0,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,8,1,3,1,3,False,False,0.3333333333333333
temporal_louvain_alpha70,temporal,2024-05-01,0,9,1,14,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,0,10,1,0,1,1,False,False,1.0
temporal_louvain_alpha70,temporal,2024-05-01,0,11,1,0,1,1,False,False,1.0
temporal_louvain_alpha70,temporal,2024-05-01,1,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,1,8,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,1,9,0,14,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,1,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,3,4,9,0,10,9,False,False,1.1111111111111112
temporal_louvain_alpha70,temporal,2024-05-01,3,5,9,1,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,3,6,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,3,7,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,3,8,9,3,1,9,False,False,0.1111111111111111
temporal_louvain_alpha70,temporal,2024-05-01,3,9,9,14,25,14,False,False,1.7857142857142858
temporal_louvain_alpha70,temporal,2024-05-01,3,10,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,3,11,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,4,8,0,3,1,3,False,False,0.3333333333333333
temporal_louvain_alpha70,temporal,2024-05-01,4,9,0,14,7,14,False,False,0.5
temporal_louvain_alpha70,temporal,2024-05-01,4,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,5,8,1,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,5,9,1,14,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,5,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,6,8,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,6,9,0,14,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,6,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,6,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,7,8,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,7,9,0,14,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,7,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-05-01,8,9,3,14,1,14,False,False,0.07142857142857142
temporal_louvain_alpha70,temporal,2024-05-01,8,10,3,0,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,8,11,3,0,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,9,10,14,0,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,9,11,14,0,0,14,False,False,0.0
temporal_louvain_alpha70,temporal,2024-05-01,10,11,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,1,2,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,3,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,5,1,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,6,1,0,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-05-01,1,7,1,0,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-05-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,1,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,2,3,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,2,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,2,5,0,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,2,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,2,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,2,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,2,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,2,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,2,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,2,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,3,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,3,5,0,17,1,17,False,False,0.058823529411764705
temporal_leiden_alpha70,temporal,2024-05-01,3,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,3,7,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2024-05-01,3,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,3,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,3,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,3,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,3,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,4,5,0,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,4,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,4,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,4,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,4,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,6,17,0,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,7,17,0,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,9,17,0,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,10,17,1,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,11,17,1,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,12,17,1,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,5,13,17,1,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,6,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,6,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,6,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,6,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,6,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,6,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,7,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-05-01,7,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,7,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,7,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,7,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,9,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,9,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,10,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,10,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,10,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,11,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,11,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-05-01,12,13,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,0,1,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-06-01,0,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,0,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-06-01,0,9,0,12,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,0,10,0,3,2,3,False,False,0.6666666666666666
temporal_louvain_alpha70,temporal,2024-06-01,0,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,1,3,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,1,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-06-01,1,9,0,12,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,1,10,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,3,4,9,0,6,9,False,False,0.6666666666666666
temporal_louvain_alpha70,temporal,2024-06-01,3,5,9,1,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,3,7,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,3,8,9,0,1,9,False,False,0.1111111111111111
temporal_louvain_alpha70,temporal,2024-06-01,3,9,9,12,25,12,False,False,2.0833333333333335
temporal_louvain_alpha70,temporal,2024-06-01,3,10,9,3,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,3,11,9,0,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,4,8,0,0,2,0,False,True,
temporal_louvain_alpha70,temporal,2024-06-01,4,9,0,12,8,12,False,False,0.6666666666666666
temporal_louvain_alpha70,temporal,2024-06-01,4,10,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,5,9,1,12,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,5,10,1,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,7,9,0,12,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,7,10,0,3,0,3,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,8,9,0,12,2,12,False,False,0.16666666666666666
temporal_louvain_alpha70,temporal,2024-06-01,8,10,0,3,1,3,False,False,0.3333333333333333
temporal_louvain_alpha70,temporal,2024-06-01,8,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-06-01,9,10,12,3,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,9,11,12,0,0,12,False,False,0.0
temporal_louvain_alpha70,temporal,2024-06-01,10,11,3,0,1,3,False,False,0.3333333333333333
temporal_leiden_alpha70,temporal,2024-06-01,1,2,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,5,1,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,6,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,7,1,0,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-06-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,1,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,2,5,0,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,2,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,2,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,2,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,5,0,20,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,4,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,6,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,7,20,0,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,9,20,0,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,10,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,11,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,12,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,5,13,20,1,0,20,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,7,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,6,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,7,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-06-01,7,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,7,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,7,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,7,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,9,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,9,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,10,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,10,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,10,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,11,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,11,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-06-01,12,13,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,0,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,0,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,9,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,10,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,0,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,1,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,1,8,0,2,1,2,False,False,0.5
temporal_louvain_alpha70,temporal,2024-07-01,1,9,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,1,10,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,1,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,3,4,7,0,5,7,False,False,0.7142857142857143
temporal_louvain_alpha70,temporal,2024-07-01,3,5,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,3,7,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,3,8,7,2,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,3,9,7,9,19,9,False,False,2.111111111111111
temporal_louvain_alpha70,temporal,2024-07-01,3,10,7,2,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,3,11,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-07-01,4,8,0,2,2,2,False,False,1.0
temporal_louvain_alpha70,temporal,2024-07-01,4,9,0,9,2,9,False,False,0.2222222222222222
temporal_louvain_alpha70,temporal,2024-07-01,4,10,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,4,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,5,8,1,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,5,9,1,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,5,10,1,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,5,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,7,8,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,7,9,0,9,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,7,10,0,2,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,7,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,8,9,2,9,2,9,False,False,0.2222222222222222
temporal_louvain_alpha70,temporal,2024-07-01,8,10,2,2,2,2,False,False,1.0
temporal_louvain_alpha70,temporal,2024-07-01,8,11,2,1,0,2,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,9,10,9,2,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,9,11,9,1,0,9,False,False,0.0
temporal_louvain_alpha70,temporal,2024-07-01,10,11,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,2,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,1,5,0,16,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,1,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,2,5,0,16,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,7,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,2,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,2,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,2,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,5,0,16,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,7,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2024-07-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,4,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,6,16,1,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,7,16,0,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,9,16,0,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,10,16,1,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,11,16,1,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,12,16,1,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,5,13,16,1,0,16,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,7,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,6,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,7,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-07-01,7,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,7,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,7,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,7,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,9,12,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,9,13,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,10,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,10,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,10,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,11,12,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,11,13,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-07-01,12,13,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-08-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-08-01,0,3,0,9,0,9,False,False,0.0
