target,scope,month,cluster_i,cluster_j,density_i,density_j,midpoint_density,denominator,zero_over_zero,positive_over_zero,ratio
temporal_louvain_alpha70,temporal,2023-10-01,8,11,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-10-01,9,11,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,0,1,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,0,3,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,0,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,0,5,0,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,0,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,0,8,0,23,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,0,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,0,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,0,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,1,3,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,1,5,0,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,1,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,1,8,0,23,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,3,4,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,3,5,2,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,3,6,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,3,8,2,23,1,23,False,False,0.043478260869565216
temporal_leiden_alpha70,temporal,2023-10-01,3,9,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,3,10,2,1,1,2,False,False,0.5
temporal_leiden_alpha70,temporal,2023-10-01,3,11,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,4,5,0,5,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,4,6,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,4,8,0,23,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,5,6,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,5,8,5,23,15,23,False,False,0.6521739130434783
temporal_leiden_alpha70,temporal,2023-10-01,5,9,5,0,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,5,10,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,5,11,5,1,0,5,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,6,8,0,23,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,6,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-10-01,6,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,6,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,8,9,23,0,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,8,10,23,1,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,8,11,23,1,0,23,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-10-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,0,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,0,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,0,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,0,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,0,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,1,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,1,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,1,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,2,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,2,6,0,1,1,1,False,False,1.0
temporal_louvain_alpha70,temporal,2023-11-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,2,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,2,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,3,4,7,0,4,7,False,False,0.5714285714285714
temporal_louvain_alpha70,temporal,2023-11-01,3,5,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,3,6,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,3,7,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,3,8,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,3,9,7,4,19,7,False,False,2.7142857142857144
temporal_louvain_alpha70,temporal,2023-11-01,3,11,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,4,6,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,4,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-11-01,4,9,0,4,1,4,False,False,0.25
temporal_louvain_alpha70,temporal,2023-11-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,5,6,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,5,9,1,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,6,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,6,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,6,9,1,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,6,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,7,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-11-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,8,9,0,4,1,4,False,False,0.25
temporal_louvain_alpha70,temporal,2023-11-01,8,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-11-01,9,11,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,3,1,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,5,1,8,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,6,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,8,1,28,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,3,4,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,3,5,2,8,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,3,6,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,3,8,2,28,2,28,False,False,0.07142857142857142
temporal_leiden_alpha70,temporal,2023-11-01,3,9,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,3,10,2,1,1,2,False,False,0.5
temporal_leiden_alpha70,temporal,2023-11-01,3,11,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,4,5,0,8,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,4,6,0,0,1,0,False,True,
temporal_leiden_alpha70,temporal,2023-11-01,4,8,0,28,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-11-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,5,6,8,0,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,5,8,8,28,19,28,False,False,0.6785714285714286
temporal_leiden_alpha70,temporal,2023-11-01,5,9,8,0,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,5,10,8,1,0,8,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,5,11,8,1,3,8,False,False,0.375
temporal_leiden_alpha70,temporal,2023-11-01,6,8,0,28,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,6,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-11-01,6,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,6,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,8,9,28,0,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,8,10,28,1,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,8,11,28,1,0,28,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-11-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,0,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,0,6,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-12-01,0,7,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-12-01,0,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-12-01,0,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,0,11,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-12-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,1,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,1,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,2,3,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,2,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,2,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,3,4,8,0,4,8,False,False,0.5
temporal_louvain_alpha70,temporal,2023-12-01,3,5,8,1,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,3,6,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,3,7,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,3,8,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,3,9,8,4,19,8,False,False,2.375
temporal_louvain_alpha70,temporal,2023-12-01,3,11,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,4,8,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2023-12-01,4,9,0,4,2,4,False,False,0.5
temporal_louvain_alpha70,temporal,2023-12-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,5,9,1,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,6,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,6,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,6,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,7,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,8,9,0,4,0,4,False,False,0.0
temporal_louvain_alpha70,temporal,2023-12-01,8,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2023-12-01,9,11,4,0,0,4,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,1,3,0,2,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,1,4,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-12-01,1,5,0,10,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,1,6,0,1,2,1,False,False,2.0
temporal_leiden_alpha70,temporal,2023-12-01,1,8,0,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,1,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-12-01,1,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,1,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,3,4,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,3,5,2,10,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,3,6,2,1,1,2,False,False,0.5
temporal_leiden_alpha70,temporal,2023-12-01,3,8,2,17,1,17,False,False,0.058823529411764705
temporal_leiden_alpha70,temporal,2023-12-01,3,9,2,0,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,3,10,2,1,0,2,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,3,11,2,1,1,2,False,False,0.5
temporal_leiden_alpha70,temporal,2023-12-01,4,5,0,10,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,4,8,0,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2023-12-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,5,6,10,1,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,5,8,10,17,23,17,False,False,1.3529411764705883
temporal_leiden_alpha70,temporal,2023-12-01,5,9,10,0,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,5,10,10,1,0,10,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,5,11,10,1,8,10,False,False,0.8
temporal_leiden_alpha70,temporal,2023-12-01,6,8,1,17,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,6,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,6,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,6,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,8,9,17,0,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,8,10,17,1,0,17,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,8,11,17,1,7,17,False,False,0.4117647058823529
temporal_leiden_alpha70,temporal,2023-12-01,9,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,9,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2023-12-01,10,11,1,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,0,1,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,0,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,0,6,0,0,2,0,False,True,
temporal_louvain_alpha70,temporal,2024-01-01,0,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,0,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,0,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,2,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,1,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,1,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,1,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,1,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,3,0,7,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,2,4,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,2,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,2,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,2,11,0,0,1,0,False,True,
temporal_louvain_alpha70,temporal,2024-01-01,3,4,7,0,4,7,False,False,0.5714285714285714
temporal_louvain_alpha70,temporal,2024-01-01,3,5,7,1,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,3,6,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,3,7,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,3,8,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,3,9,7,8,19,8,False,False,2.375
temporal_louvain_alpha70,temporal,2024-01-01,3,10,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,3,11,7,0,0,7,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,4,5,0,1,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,4,6,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,4,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,4,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,4,9,0,8,2,8,False,False,0.25
temporal_louvain_alpha70,temporal,2024-01-01,4,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,4,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,5,6,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,5,7,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,5,8,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,5,9,1,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,5,10,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,5,11,1,0,0,1,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,6,7,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,6,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,6,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,6,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,6,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,7,8,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,7,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,7,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,7,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,8,9,0,8,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,8,10,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,8,11,0,0,0,0,True,False,
temporal_louvain_alpha70,temporal,2024-01-01,9,10,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,9,11,8,0,0,8,False,False,0.0
temporal_louvain_alpha70,temporal,2024-01-01,10,11,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-01-01,1,3,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,5,1,22,0,22,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,6,1,1,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-01-01,1,8,1,27,0,27,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,10,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,1,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,3,4,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,3,5,1,22,4,22,False,False,0.18181818181818182
temporal_leiden_alpha70,temporal,2024-01-01,3,6,1,1,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-01-01,3,8,1,27,1,27,False,False,0.037037037037037035
temporal_leiden_alpha70,temporal,2024-01-01,3,9,1,0,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,3,10,1,1,1,1,False,False,1.0
temporal_leiden_alpha70,temporal,2024-01-01,3,11,1,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,4,5,0,22,0,22,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,4,6,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,4,8,0,27,0,27,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,4,9,0,0,0,0,True,False,
temporal_leiden_alpha70,temporal,2024-01-01,4,10,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,4,11,0,1,0,1,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,5,6,22,1,0,22,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,5,8,22,27,35,27,False,False,1.2962962962962963
temporal_leiden_alpha70,temporal,2024-01-01,5,9,22,0,0,22,False,False,0.0
temporal_leiden_alpha70,temporal,2024-01-01,5,10,22,1,1,22,False,False,0.045454545454545456
temporal_leiden_alpha70,temporal,2024-01-01,5,11,22,1,2,22,False,False,0.09090909090909091
temporal_leiden_alpha70,temporal,2024-01-01,6,8,1,27,0,27,False,False,0.0
