panel_index,municipality,consensus_class,second_class,affinity_share_D,affinity_share_F,affinity_share_G,D_G_balance,D_G_transition_direction,family_votes_D_over_G,family_votes_G_over_D,lofo_class_match_count,lofo_DG_side_match_count,anchor_consensus_class,affinity_entropy,affinity_margin
1419,городской округ Кохма,D,F,0.40469225480380283,0.3792777934897997,0.10192935528192303,0.5976114983935428,D-leaning,3,1,2,4,F,0.695216239307418,0.025414461314003156
1424,городской округ Красноуральск,G,F,0.10300397107199735,0.3534812392866746,0.40157715117330434,-0.5917248326150336,G-leaning,0,4,3,4,G,0.7039189696198503,0.04809591188662976
1425,городской округ Красноуфимск,D,F,0.4877872175888835,0.38919405094612813,0.02527918844139954,0.901458414956494,D-leaning,4,0,4,4,F,0.5905431158384082,0.09859316664275536
1426,городской округ Красноуфимский округ,F,G,0.13230262089536612,0.3533919304107806,0.35168958412801243,-0.45328614997435573,G-leaning,1,3,1,4,G,0.7478779832945217,0.0017023462827681635
1429,городской округ Кушвинский,G,F,0.10283655803227056,0.3601643275249034,0.3924695668128871,-0.5847555567199204,G-leaning,0,4,3,4,G,0.7086188185358018,0.03230523928798368
1430,городской округ Кыштымский,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1433,городской округ Лесозаводский,F,G,0.11835695409641567,0.3507417789521674,0.25489154646999523,-0.3658007792834694,G-leaning,1,3,4,3,F,0.8099085607898403,0.09585023248217217
1437,городской округ Луховицы,D,F,0.4827412160548371,0.3736689618948396,0.016200068022354304,0.9350622266012047,D-leaning,4,0,4,4,F,0.6160023974473479,0.1090722541599975
1438,городской округ Лысьвенский,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
1442,городской округ Макаровский,F,A,0.038650438533964424,0.3141402695963894,0.26958708099896095,-0.7492165224238001,G-leaning,1,3,1,4,A,0.762763550758817,0.038662113276680954
1447,городской округ Можайский,D,F,0.4827412160548371,0.3736689618948396,0.016200068022354304,0.9350622266012047,D-leaning,4,0,4,4,F,0.6160023974473479,0.1090722541599975
1448,городской округ Мысковский,D,F,0.4806505568852074,0.39332278297942125,0.02864758269433965,0.887501718667224,D-leaning,4,0,4,4,F,0.5955041556920851,0.08732777390578617
1454,городской округ Невельский,A,F,0.03582139130618306,0.29778321756755427,0.25308402490860765,-0.7520199394285418,G-leaning,1,3,3,4,A,0.7634311800980266,0.009661360241652983
1457,городской округ Нижнетуринский,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1458,городской округ Нижняя Салда,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1468,городской округ Осинниковский,D,F,0.4932864911591668,0.3850191948822674,0.021913326129271708,0.9149327100129644,D-leaning,4,0,4,4,F,0.5859203413740264,0.1082672962768994
1469,городской округ Осинский,G,F,0.09989210933988067,0.3476860027918878,0.4105015122831814,-0.6085683476128807,G-leaning,0,4,3,4,G,0.7010669368423279,0.06281550949129355
1471,городской округ Отрадный,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1474,городской округ Очерский,G,F,0.09989093194595339,0.3527801958240312,0.40485401788230146,-0.6041924461851778,G-leaning,0,4,3,4,G,0.701985288481106,0.05207382205827027
1475,городской округ Партизанский,G,F,0.0364963828537043,0.3091547617361818,0.3453685402511056,-0.8088518706721475,G-leaning,0,4,2,4,G,0.7590028495381251,0.0362137785149238
1482,городской округ Пионерский,D,F,0.4945745707726278,0.3820435372992567,0.017347719953010207,0.9322251823478122,D-leaning,4,0,4,4,F,0.5845116874961412,0.11253103347337107
1485,городской округ Полысаевский,D,F,0.4932864911591668,0.3850191948822674,0.021913326129271708,0.9149327100129644,D-leaning,4,0,4,4,F,0.5859203413740264,0.1082672962768994
1489,городской округ Протвино,D,F,0.4836176567112989,0.38495611603826113,0.02145478017182192,0.9150427597901694,D-leaning,4,0,4,4,F,0.5962720050521533,0.09866154067303778
1492,городской округ Пущино,D,F,0.48269494570993404,0.3920273740345405,0.031503243560938844,0.8774665324838654,D-leaning,4,0,4,4,F,0.5945591237814812,0.09066757167539352
1496,городской округ Режевской,D,F,0.4843724174398219,0.393652125867225,0.025402963637627035,0.9003366400945612,D-leaning,4,0,4,4,F,0.5887320507240666,0.09072029157259692
1499,городской округ Рузский,D,F,0.4869866183399285,0.3756299100272863,0.016235753528542177,0.9354728468519448,D-leaning,4,0,4,4,F,0.6065255572637505,0.11135670831264222
1507,городской округ Серебряные Пруды,D,F,0.4827510811112476,0.39355199320753037,0.03163516760005192,0.876998393019611,D-leaning,4,0,4,4,F,0.5923096026618322,0.08919908790371722
1510,городской округ Смирныховский,F,A,0.0318903954676456,0.3046934325949489,0.2650331044986478,-0.7851945334655843,G-leaning,1,3,1,4,A,0.7563471567649123,0.009138323825482242
1511,городской округ Советский,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
1516,городской округ Сорочинский,G,F,0.09977772146842859,0.3509644831564114,0.40686012714302267,-0.6061181700424055,G-leaning,0,4,3,4,G,0.7016509275792607,0.05589564398661129
1519,городской округ Спасск-Дальний,F,G,0.11523707909656264,0.34921921414326024,0.2551070257032901,-0.3776756394767461,G-leaning,1,3,4,3,F,0.8101815434336339,0.09411218843997016
1520,городской округ Среднеуральск,D,F,0.4945677715137387,0.385403758918202,0.017477063713620088,0.9317361976481615,D-leaning,4,0,4,4,F,0.5811478279589295,0.10916401259553671
1523,городской округ Сухой Лог,D,F,0.4843724174398219,0.393652125867225,0.025402963637627035,0.9003366400945612,D-leaning,4,0,4,4,F,0.5887320507240666,0.09072029157259692
1527,городской округ Тавдинский,G,F,0.017148850626402534,0.30671841735547356,0.5182722443594379,-0.9359425663762609,G-leaning,0,4,4,4,G,0.5970648314439184,0.2115538270039643
1528,городской округ Тайгинский,G,F,0.10284047192714275,0.36064935170486745,0.39232188999044576,-0.5846191882239272,G-leaning,0,4,3,4,G,0.7084105354747742,0.03167253828557831
1529,городской округ Талдомский,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1530,городской округ Талицкий,G,F,0.023462254870662995,0.3160143963773084,0.49558673159846117,-0.9095952194020568,G-leaning,0,4,4,4,G,0.6215048940469383,0.1795723352211528
1531,городской округ Тейково,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
1532,городской округ Томаринский,F,A,0.03153322671259731,0.3040540478278588,0.26745061160201955,-0.7890640049953784,G-leaning,1,3,1,4,A,0.7559338238153028,0.009831525370243843
1533,городской округ Троицкий,D,F,0.4530229378339185,0.3980996677010127,0.058880195681054646,0.769955713000798,D-leaning,4,0,2,4,F,0.6252634820326236,0.05492327013290582
1536,городской округ Тымовский,A,F,0.03298062196958755,0.30152336710479216,0.25558737769335155,-0.7714187158097192,G-leaning,1,3,3,4,A,0.7462435491488696,0.009953410635490823
1538,городской округ Удомельский,D,F,0.46465796411200966,0.3969297099736496,0.05275389330243077,0.7960854876189065,D-leaning,4,0,3,4,F,0.6121779514080538,0.06772825413836003
1540,городской округ Усть-Катавский,G,F,0.10282865142874538,0.35778684086083723,0.3951404131640858,-0.5870078736203257,G-leaning,0,4,3,4,G,0.7079711648572744,0.037353572303248594
1544,городской округ Чайковский,D,F,0.534702876635437,0.35432409207011534,0.022521911015155563,0.9191640016227064,D-leaning,4,0,4,4,D,0.5673651982097897,0.1803787845653217
1545,городской округ Чапаевск,D,F,0.48374946610379516,0.39281220752561447,0.02537141356507415,0.9003324570715872,D-leaning,4,0,4,4,F,0.5915416256187422,0.09093725857818069
1551,городской округ Чернушинский,F,G,0.19294634153689103,0.37039125911787485,0.261416417412917,-0.15069473570915973,G-leaning,1,3,4,3,F,0.7851652464171816,0.10897484170495786
1553,городской округ Чусовской,D,F,0.4806505568852074,0.39332278297942125,0.02864758269433965,0.887501718667224,D-leaning,4,0,4,4,F,0.5955041556920851,0.08732777390578617
1555,городской округ Шатура,D,F,0.4831910087063781,0.38165880220352294,0.017864209548312682,0.9286936493325486,D-leaning,4,0,4,4,F,0.5988608595243535,0.10153220650285516
1556,городской округ Шаховская,D,F,0.4902792956330592,0.3941330879683311,0.019103156603950924,0.9249948382789502,D-leaning,4,0,4,4,F,0.5781629377049623,0.09614620766472814
1557,городской округ Шуя,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1562,городской округ Южноуральский,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1569,городской округ город Алапаевск,D,F,0.47731398372420597,0.3943774431597113,0.035166165745595446,0.862760866808295,D-leaning,4,0,4,4,F,0.5989061139069006,0.08293654056449468
1571,городской округ город Алейск,F,G,0.19306945086481037,0.3698689818487071,0.26476913001968094,-0.1566047121156873,G-leaning,1,3,4,3,F,0.7833712961483988,0.10509985182902615
1572,городской округ город Алексин,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1573,городской округ город Арзамас,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1578,городской округ город Белокуриха,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1587,городской округ город Бугуруслан,D,F,0.48374946610379516,0.39281220752561447,0.02537141356507415,0.9003324570715872,D-leaning,4,0,4,4,F,0.5915416256187422,0.09093725857818069
1590,городской округ город Великие Луки,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1594,городской округ город Волжск,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1597,городской округ город Выкса,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1598,городской округ город Вятские Поляны,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1603,городской округ город Гусь-Хрустальный,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1604,городской округ город Десногорск,D,F,0.39982490346556543,0.3242198463321,0.1692936789819884,0.40506711886326646,D-leaning,3,1,3,4,D,0.7207244617987079,0.07560505713346544
1607,городской округ город Димитровград,D,F,0.49907640478369963,0.3790326826544985,0.020918995285154045,0.9195416140897241,D-leaning,4,0,4,4,F,0.5853036741836323,0.12004372212920111
1608,городской округ город Донской,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1610,городской округ город Елец,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1611,городской округ город Енисейск,G,F,0.0239816640169028,0.3196028212616315,0.482671955080375,-0.9053330989340144,G-leaning,0,4,4,4,G,0.6378019236693035,0.16306913381874355
1612,городской округ город Ефремов,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1613,городской округ город Заринск,D,F,0.5202244047807556,0.3601803863488114,0.030311075414054093,0.8898851154758333,D-leaning,4,0,4,4,D,0.5823249478310542,0.1600440184319442
1615,городской округ город Ирбит,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1618,городской округ город Ишим,D,F,0.4193490618876425,0.3860939724171606,0.046292149187538385,0.8011681608651078,D-leaning,3,1,2,4,F,0.665438421153756,0.03325508947048189
1624,городской округ город Камышин,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1637,городской округ город Коряжма,D,F,0.4825786013971583,0.38828283571131667,0.021626665462974114,0.9142148371529273,D-leaning,4,0,4,4,F,0.5950202180377937,0.09429576568584164
1643,городской округ город Кумертау,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
1647,городской округ город Лермонтов,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1649,городской округ город Ливны,G,F,0.10068317851614933,0.3580213086820544,0.40156825352252706,-0.5990726074887682,G-leaning,0,4,3,4,G,0.7009842149375796,0.04354694484047267
1652,городской округ город Майкоп,D,F,0.451515610872589,0.35682495972474765,0.10270604599510802,0.62936834126774,D-leaning,3,1,4,4,D,0.6596321762300171,0.09469065114784136
1656,городской округ город Михайловка,G,F,0.11756203154548579,0.3622039686833942,0.3736873540125214,-0.521375354344931,G-leaning,0,4,3,4,G,0.7211325720447997,0.011483385329127183
1657,городской округ город Мичуринск,G,F,0.11675462436523831,0.3630863695433913,0.3735902416975084,-0.5237856763843516,G-leaning,0,4,3,4,G,0.7223979323079471,0.010503872154117078
1658,городской округ город Можга,D,F,0.43452780150044884,0.35973106735732907,0.11309750709513175,0.5869529573599241,D-leaning,3,1,3,4,D,0.6734393909259295,0.07479673414311977
1662,городской округ город Мценск,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1664,городской округ город Назарово,F,G,0.2025166939214647,0.3731817355742797,0.2488601365630987,-0.1026712926134982,G-leaning,1,3,4,3,F,0.7861548803336078,0.124321599011181
1673,городской округ город Новодвинск,G,F,0.10300397107199735,0.3534812392866746,0.40157715117330434,-0.5917248326150336,G-leaning,0,4,3,4,G,0.7039189696198503,0.04809591188662976
1674,городской округ город Новомосковск,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1676,городской округ город Новотроицк,D,F,0.485710771907447,0.38921881897194055,0.021619248000663963,0.9147724473131722,D-leaning,4,0,4,4,F,0.5901251290208929,0.09649195293550644
1688,городской округ город Орск,D,F,0.485710771907447,0.38921881897194055,0.021619248000663963,0.9147724473131722,D-leaning,4,0,4,4,F,0.5901251290208929,0.09649195293550644
1691,городской округ город Переславль-Залесский,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1692,городской округ город Петровск-Забайкальский,G,F,0.02037347040022694,0.3084813110590361,0.5136252213928703,-0.9236946804801505,G-leaning,0,4,4,4,G,0.6030993182037763,0.20514391033383417
1693,городской округ город Покачи,D,F,0.47366382539102997,0.3797916090680383,0.018461949346065168,0.9249706059150105,D-leaning,4,0,4,4,F,0.6068436556731707,0.09387221632299164
1696,городской округ город Радужный,D,F,0.43110607266891754,0.35708617935556536,0.018091387280137906,0.9194501799623279,D-leaning,4,0,3,4,F,0.6450528277426613,0.07401989331335218
1698,городской округ город Рубцовск,D,F,0.5184011217784323,0.36403630361665307,0.028884575149984798,0.894444253478224,D-leaning,4,0,4,4,D,0.5796654139303201,0.15436481816177927
1705,городской округ город Саяногорск,D,F,0.4761567255618691,0.3940571273102129,0.03509419255549493,0.8627124517067816,D-leaning,4,0,4,4,F,0.6018104229658989,0.08209959825165619
1706,городской округ город Саянск,F,G,0.20780460650771043,0.3719993838188992,0.2386224740758962,-0.06903225388544551,G-leaning,1,3,4,3,F,0.7912227551614822,0.13337690974300298
1722,городской округ город Торжок,D,F,0.48374946610379516,0.39281220752561447,0.02537141356507415,0.9003324570715872,D-leaning,4,0,4,4,F,0.5915416256187422,0.09093725857818069
1724,городской округ город Тулун,G,F,0.030011437620291986,0.32525141200094726,0.47775895065119917,-0.8817913044419374,G-leaning,0,4,4,4,G,0.637961360359647,0.1525075386502519
1737,городской округ город Черемхово,F,G,0.19327247112060691,0.37025552055951,0.25594593433143153,-0.1395166859820842,G-leaning,1,3,4,3,F,0.7885238123734326,0.11430958622807846
1738,городской округ город Черногорск,D,F,0.4163042130285208,0.38591040693871936,0.04969873309039831,0.7867020648503982,D-leaning,3,1,2,4,F,0.6690241075781542,0.030393806089801412
1740,городской округ город Шадринск,F,G,0.186035144514426,0.3678238265215395,0.3060506577094118,-0.2438914365190193,G-leaning,1,3,3,3,F,0.7452875897876717,0.06177316881212769
1741,городской округ город Шарыпово,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1748,городской округ город Ялуторовск,F,G,0.19294634153689103,0.37039125911787485,0.261416417412917,-0.15069473570915973,G-leaning,1,3,4,3,F,0.7851652464171816,0.10897484170495786
1749,городской округ город Яровое,G,F,0.017148850626402534,0.30671841735547356,0.5182722443594379,-0.9359425663762609,G-leaning,0,4,4,4,G,0.5970648314439184,0.2115538270039643
1762,муниципальный округ Арбажский,A,F,0.008873528059261003,0.23866565167194592,0.05134053063890281,-0.7052672332306477,mixed,1,2,4,4,A,0.4568746218201352,0.4408864288053081
1777,муниципальный округ Вуктыл,D,F,0.42783261391862754,0.359871099410385,0.01873362025215877,0.91609925328571,D-leaning,4,0,3,4,F,0.6462332669243249,0.06796151450824256
1779,муниципальный округ Гвардейский,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
1781,муниципальный округ Губахинский,G,F,0.11128053115732328,0.36406504158372494,0.3812893006491385,-0.5481634319779166,G-leaning,0,4,3,4,G,0.7136497175955173,0.017224259065413583
1802,муниципальный округ Кимрский,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1805,муниципальный округ Конаковский,D,F,0.48952238725621994,0.39198879987495894,0.018943053162120412,0.9254893188157096,D-leaning,4,0,4,4,F,0.5811802189512819,0.097533587381261
1815,муниципальный округ Кудымкарский,D,F,0.43452780150044884,0.35973106735732907,0.11309750709513175,0.5869529573599241,D-leaning,3,1,3,4,D,0.6734393909259295,0.07479673414311977
1817,муниципальный округ Кунгурский,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
1832,муниципальный округ Неманский,G,F,0.11167175930603736,0.35366978127642984,0.38490996315256193,-0.5502381410530164,G-leaning,0,4,3,4,G,0.7212770456251286,0.03124018187613209
1833,муниципальный округ Нестеровский,G,F,0.020209519504995447,0.30715690407125085,0.5086958759701592,-0.923579832318255,G-leaning,0,4,4,4,G,0.6102155004209565,0.20153897189890835
1851,муниципальный округ Пыталовский,G,F,0.10569249124414458,0.36155242653561387,0.3887356904483815,-0.5724657486863384,G-leaning,0,4,3,4,G,0.710261777321779,0.027183263912767652
1853,муниципальный округ Ржевский,D,F,0.48672073433811197,0.39198041178599236,0.022091874265366386,0.9131630235107528,D-leaning,4,0,4,4,F,0.5859509750355416,0.09474032255211962
1856,муниципальный округ Сарапульский район,G,F,0.06990148283318405,0.294589996587781,0.4569038259477789,-0.7346211905307585,G-leaning,1,3,4,4,G,0.699152699681707,0.16231382935999789
1866,муниципальный округ Струго-Красненский,G,F,0.10069141104200448,0.3604198287719847,0.3988729801438216,-0.5968831533288783,G-leaning,0,4,3,4,G,0.7016891660129607,0.03845315137183691
1880,муниципальный округ Черняховский,D,F,0.5231638563255819,0.35969427627739287,0.028696384342369263,0.8960012618135483,D-leaning,4,0,4,4,D,0.5782393422525687,0.16346958004818907
1896,муниципальный округ город Славгород,G,F,0.10563149805641021,0.36188188728359283,0.38852150520196,-0.5724745276872059,G-leaning,0,4,3,4,G,0.7100837366531868,0.026639617918367164
1897,муниципальный район Город Краснокаменск и Краснокаменский район,D,F,0.485710771907447,0.38921881897194055,0.021619248000663963,0.9147724473131722,D-leaning,4,0,4,4,F,0.5901251290208929,0.09649195293550644
1900,муниципальный район Сосногорск,G,F,0.11713631549961363,0.35855577622090457,0.3772565683369031,-0.5261407705117873,G-leaning,0,4,3,4,G,0.7226567273287212,0.01870079211599851
