panel_index,municipality,reference_profile,consensus_class,second_class,top_affinity_share,second_affinity_share,affinity_margin,affinity_entropy,consensus_matches_reference,raw_affinity_A,affinity_share_A,raw_affinity_B,affinity_share_B,raw_affinity_C,affinity_share_C,raw_affinity_D,affinity_share_D,raw_affinity_E,affinity_share_E,raw_affinity_F,affinity_share_F,raw_affinity_G,affinity_share_G,D_G_balance,B_E_balance,family_votes_D_over_G,family_votes_G_over_D,family_votes_B_over_E,family_votes_E_over_B,D_G_transition_direction,B_E_transition_direction,perturbation_peer_coassignment,destination_precision,destination_jaccard,stability_class,without_perturbation_class_matches_full,without_perturbation_DG_side_matches_full,without_alpha_class_matches_full,without_alpha_DG_side_matches_full,without_gamma_class_matches_full,without_gamma_DG_side_matches_full,without_algorithm_class_matches_full,without_algorithm_DG_side_matches_full,lofo_class_match_count,lofo_all_class_match,lofo_DG_side_match_count,lofo_all_DG_side_match,lofo_entropy_range,lofo_min_margin,anchor_consensus_class,anchor_second_class,anchor_top_affinity_share,anchor_affinity_margin,anchor_affinity_entropy,anchor_class_matches_full,anchor_vs_all_L1_affinity_share
11,Актанышский муниципальный район,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
12,Алагирский муниципальный район,C,C,A,0.8748161489097994,0.033202280471481084,0.8416138684383183,0.30481732519808363,True,0.027789597749604402,0.033202280471481084,0.009846938555413971,0.011764863192629321,0.7322023830243519,0.8748161489097994,0.01977124138814367,0.023622159188966523,0.010322580414433633,0.012333147575492412,0.021401630694599143,0.02557010544995221,0.015644213830366963,0.018691295211679036,0.1165318229658002,-0.023582211342309246,1,2,0,1,,,0.7085714285714286,0.8393131386968361,0.5899290715372216,unresolved,True,False,True,True,True,True,True,True,4,True,3,False,0.3337111396786656,0.7954491468574326,C,F,0.9121245844440906,0.8926585111924199,0.231802261132395,True,0.07461687106858228
13,Аларский муниципальный район,F,G,F,0.6097305964354045,0.21698664275661123,0.3927439536787933,0.5530327984102414,False,0.019669030984559802,0.013002173878839287,0.009846938555413971,0.006509299180638022,0.20632183326986328,0.1363886382242988,0.016241829757109968,0.01073662931225364,0.010053763216141091,0.0066460202119545606,0.32824641782104785,0.21698664275661123,0.9223696056734095,0.6097305964354045,-0.9653917922922809,-0.010392832529290182,0,4,0,1,G-leaning,,0.4208588957055214,0.1691113094547357,0.1515071679632975,transition,True,True,True,True,True,True,True,True,4,True,4,True,0.10105658663141742,0.3313599027021799,G,F,0.7789672188547011,0.6068356409561164,0.3714082417336761,True,0.3477407512167341
14,Алданский муниципальный район,A,A,F,0.8150094292163469,0.07979304963103598,0.7352163795853109,0.38595565936241794,True,0.9230119121926171,0.8150094292163469,0.009846938555413971,0.008694739109609264,0.02396551693051026,0.021161289487598548,0.056470587934836065,0.04986291187830067,0.01833333323399226,0.016188132847792545,0.09036697328819776,0.07979304963103598,0.010521588718682681,0.009290447829316017,0.6858860468708166,-0.30114665827206694,2,1,0,3,,,0.9408571428571426,0.7268135437384217,0.6882053842730724,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765,A,D,0.8658465781680319,0.8182250166268326,0.3078879881133536,True,0.10167429790336988
15,Александро-Невский муниципальный район,G,G,F,0.63044534445256,0.19785060542461988,0.4325947390279401,0.53549251797558,True,0.019349882042312874,0.012988574989299015,0.009846938555413971,0.006609740543241398,0.20666666335329928,0.1387246417772834,0.009934640300819298,0.006668610188771978,0.009999999776482582,0.006712482624224425,0.2947502616815702,0.19785060542461988,0.939213351682756,0.63044534445256,-0.979066193291823,-0.007712082262210803,0,4,0,1,,,0.9039834024896262,0.9026946084334092,0.8135457294090149,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08172010171770971,0.38057734974880597,G,F,0.8109836213060687,0.666932367482625,0.33926365352458426,True,0.37014775048961923
16,Александрово-Гайский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
17,Александровский муниципальный округ,G,G,F,0.6296648680888199,0.1990396435917921,0.43062522449702784,0.5358002629282073,True,0.019349882042312874,0.012966408927249536,0.009846938555413971,0.00659846048217749,0.20649424972462244,0.13837236202267833,0.009934640300819298,0.006657229661858911,0.009999999776482582,0.0067010272254237726,0.2970285486794484,0.1990396435917921,0.9396542243937733,0.6296648680888199,-0.979075912386537,-0.0077120822622108055,0,4,0,1,,,0.9057468879668048,0.8982967067152294,0.8138561218447704,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08195426373329329,0.37823569959182246,G,F,0.8098114306885191,0.6645587072495092,0.3402601123473826,True,0.3694006132304464
18,Аликовский муниципальный округ,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
19,Алькеевский муниципальный район,G,G,F,0.6026909647606572,0.2090670084650403,0.39362395629561686,0.5575533839457172,True,0.0201654842004497,0.014311836573151722,0.009846938555413971,0.006988563921902193,0.21528735326538825,0.15279362427270193,0.009934640300819298,0.007050807557360905,0.009999999776482582,0.007097194449185646,0.2945769702223919,0.2090670084650403,0.8491960528975205,0.6026909647606572,-0.9768728078755167,-0.007712082262210756,0,4,0,1,,,0.826763485477178,0.8863867226914135,0.7374828151955164,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09250872711182917,0.36358990301641025,G,F,0.7913789578062407,0.632347560043092,0.3626011794941268,True,0.3892006481585719
20,Альменевский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
21,Альметьевский муниципальный район,D,D,F,0.6206864539171215,0.2764163175216186,0.3442701363955029,0.5279899880707933,True,0.06873522429390157,0.04343940666534608,0.009846938555413971,0.00622308536432977,0.01672413758933544,0.010569349577794268,0.982127195126132,0.6206864539171215,0.04836021520457761,0.03056277296358054,0.4373802278128193,0.2764163175216186,0.01915025897034555,0.012102613990209078,0.9617483467903986,-0.6616588196008918,4,0,0,3,,,0.9756578947368424,0.5116609246776775,0.4993048541706834,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.17441710853709952,0.26891145699373514,D,F,0.5870306434565674,0.23907180726614358,0.48649148943050446,True,0.14542756339543822
22,Альшеевский муниципальный район,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
23,Амгинский муниципальный район,A,A,F,0.8150094292163469,0.07979304963103598,0.7352163795853109,0.38595565936241794,True,0.9230119121926171,0.8150094292163469,0.009846938555413971,0.008694739109609264,0.02396551693051026,0.021161289487598548,0.056470587934836065,0.04986291187830067,0.01833333323399226,0.016188132847792545,0.09036697328819776,0.07979304963103598,0.010521588718682681,0.009290447829316017,0.6858860468708166,-0.30114665827206694,2,1,0,3,,,0.9408571428571426,0.7268135437384217,0.6882053842730724,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765,A,D,0.8658465781680319,0.8182250166268326,0.3078879881133536,True,0.10167429790336988
24,Амурский муниципальный район,A,A,F,0.7982918345459808,0.09081101757271719,0.7074808169732637,0.4075947040344552,True,0.9101190645779882,0.7982918345459808,0.009846938555413971,0.008637035471515918,0.025344827501424427,0.022230683467492404,0.06163398567221913,0.054060956865540306,0.0183333332540207,0.016080698456175366,0.10353211042633571,0.09081101757271719,0.011272884036747284,0.00988777362057771,0.6907593459506082,-0.30114665876875996,2,1,0,3,,,0.889285714285714,0.6714242364039278,0.6374685716142952,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.34724087797677483,0.6362810925580799,A,F,0.8491825721031069,0.7931977122131914,0.33216746199086483,True,0.1017814751142518
25,Анадырский муниципальный район,A,A,F,0.8150094292163469,0.07979304963103598,0.7352163795853109,0.38595565936241794,True,0.9230119121926171,0.8150094292163469,0.009846938555413971,0.008694739109609264,0.02396551693051026,0.021161289487598548,0.056470587934836065,0.04986291187830067,0.01833333323399226,0.016188132847792545,0.09036697328819776,0.07979304963103598,0.010521588718682681,0.009290447829316017,0.6858860468708166,-0.30114665827206694,2,1,0,3,,,0.9408571428571426,0.7268135437384217,0.6882053842730724,expansive_core,True,True,True,True,True,True,True,True,4,True,4,True,0.3233210648772359,0.6710147435318765,A,D,0.8658465781680319,0.8182250166268326,0.3078879881133536,True,0.10167429790336988
26,Андроповский муниципальный округ,G,G,F,0.6304606931175379,0.1976613026886589,0.43279939042887905,0.5354992830786195,True,0.019349882042312874,0.012984230433782381,0.009846938555413971,0.006607529647530028,0.20701149086756954,0.13890962714851152,0.009934640300819298,0.006666379601720837,0.009999999776482582,0.006710237362258474,0.2945667755097971,0.1976613026886589,0.9395504882906978,0.6304606931175379,-0.9790736263230232,-0.00771208226221081,0,4,0,1,,,0.9053319502074686,0.9031245193661228,0.814877043328707,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08172930747103813,0.38085391065998475,G,F,0.8111014026752411,0.6671162206300653,0.3390857279513825,True,0.3703095789246601
27,Антроповский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
28,Анучинский муниципальный округ,G,G,F,0.5929548084247473,0.23764080863032994,0.3553139997944174,0.5555818144011823,True,0.019491726010773622,0.012971427853140424,0.009846938555413971,0.006552978067476415,0.20431033913688412,0.13596522043763115,0.010882352704024004,0.007242029407485621,0.010026881496311837,0.006672727179189172,0.35709480739081856,0.23764080863032994,0.89101314006752,0.5929548084247473,-0.9758678188520882,-0.009054270413515187,0,4,0,1,,,0.8833817427385892,0.8546162072277914,0.7841561624517074,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08437308408372868,0.31573759066844564,G,F,0.7603822127846593,0.5678903593757354,0.38262650600011927,True,0.3453294490185216
29,Апанасенковский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
30,Апастовский муниципальный район,G,G,F,0.5982138457565198,0.2115099182403745,0.38670392751614535,0.5605095743805729,True,0.020307328036807952,0.014438516868836779,0.009846938555413971,0.007001176530021327,0.2175287425132661,0.1546630069963816,0.009934640300819298,0.007063532499657806,0.009999999776482582,0.0071100031082081865,0.2974821674389713,0.2115099182403745,0.8413692979891765,0.5982138457565198,-0.9766601800978979,-0.007712082262210779,0,4,0,1,,,0.7954564315352697,0.8750879754200165,0.7058790361180285,unresolved,True,True,True,True,True,True,True,True,4,True,4,True,0.09627796074523148,0.35423044224126576,G,F,0.7871026578821847,0.6244013756404683,0.36695810139736573,True,0.3901875380222085
31,Аргаяшский муниципальный район,G,G,F,0.6267027161518489,0.2018451100961726,0.42485760605567635,0.5373595976128378,True,0.019349882042312874,0.012908616916063828,0.009846938555413971,0.00656905077405136,0.20787355849712058,0.13867578767408212,0.009934640300819298,0.006627558016205701,0.009999999776482582,0.006671160371575475,0.3025637135701396,0.2018451100961726,0.9394208312158268,0.6267027161518489,-0.9790707683288574,-0.007712082262210825,0,4,0,1,,,0.9048132780082984,0.8870378007011961,0.8097966315143268,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08347780037209052,0.3713528707595649,G,F,0.8066556267592969,0.658320703733619,0.34313162419342763,True,0.369271501307622
32,Ардатовский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
33,Ардатовский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
34,Ардонский муниципальный район,C,C,A,0.8748161489097994,0.033202280471481084,0.8416138684383183,0.30481732519808363,True,0.027789597749604402,0.033202280471481084,0.009846938555413971,0.011764863192629321,0.7322023830243519,0.8748161489097994,0.01977124138814367,0.023622159188966523,0.010322580414433633,0.012333147575492412,0.021401630694599143,0.02557010544995221,0.015644213830366963,0.018691295211679036,0.1165318229658002,-0.023582211342309246,1,2,0,1,,,0.7085714285714286,0.8393131386968361,0.5899290715372216,unresolved,True,False,True,True,True,True,True,True,4,True,3,False,0.3337111396786656,0.7954491468574326,C,F,0.9121245844440906,0.8926585111924199,0.231802261132395,True,0.07461687106858228
35,Арзгирский муниципальный округ,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
36,Аркадакский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
37,Армизонский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
38,Аромашевский муниципальный район,G,G,F,0.6319625788392381,0.19659348883121333,0.4353690900080248,0.5346575290292097,True,0.019349882042312874,0.013021559256734861,0.009846938555413971,0.006626525868031797,0.2056321818381548,0.13838077333194707,0.009934640300819298,0.006685545012035738,0.009999999776482582,0.006729528860799131,0.29213558408554174,0.19659348883121333,0.9390888690515673,0.6319625788392381,-0.9790634474216582,-0.007712082262210831,0,4,0,1,,,0.9034854771784228,0.9079511089614986,0.8146376943842004,stable_core,True,True,True,True,True,True,True,True,4,True,4,True,0.08088927043115202,0.38387056416025844,G,F,0.812380248532921,0.669701545432235,0.3379852472479591,True,0.3697787381235158
