ARI_all_supra,NMI_all_supra,ARI_Dec2024,NMI_Dec2024,K_supra,K_Dec2024,mean_switches,median_switches,share_zero_switches,share_le2_switches,mean_adjacent_ARI,mean_adjacent_NMI,largest_community_n_Dec,largest_community_share_Dec,mode,seed,louvain_seed,gamma,K,MQ,Q_resolution_0_5,AVI,AVU,Dec_K,Dec_MQ,Dec_Q_resolution_0_5,Dec_AVI,Dec_AVU
0.5050934573544422,0.659901224903559,0.890180122100349,0.8484470995528867,12,9,1.521533613445378,2.0,0.25,0.8629201680672269,0.8599267914445337,0.884410788563495,961,0.5047268907563025,combined,15,15,0.5,,,,,,,,,,
0.641304987391102,0.661957383441797,0.6927876544641225,0.6929453520771891,12,10,1.3644957983193278,1.0,0.06932773109243698,0.8928571428571429,0.8813719790601833,0.8823464006075601,1142,0.5997899159663865,combined,16,16,0.5,,,,,,,,,,
0.4819367236024447,0.6282345782135419,0.8397549908713275,0.8017432901507823,12,9,1.6869747899159664,2.0,0.148109243697479,0.819327731092437,0.8567321331288278,0.8795102291623004,977,0.5131302521008403,combined,17,17,0.5,,,,,,,,,,
0.4963078259337435,0.6231791330922372,0.7308863445729172,0.7561880920123076,14,11,1.7195378151260505,2.0,0.11081932773109243,0.8503151260504201,0.8610031445587522,0.8788145842566216,1130,0.5934873949579832,combined,18,18,0.5,,,,,,,,,,
0.49191636115403753,0.6234069628177372,0.6819440339248058,0.686284710017181,13,10,2.3781512605042017,2.0,0.0031512605042016808,0.7195378151260504,0.8195496761765438,0.8389760032447855,1120,0.5882352941176471,combined,19,19,0.5,,,,,,,,,,
0.4789048122606597,0.6142571328139158,0.5004427173240523,0.6896583589207895,14,11,1.5021008403361344,1.0,0.15073529411764705,0.8413865546218487,0.8694924130188465,0.8851361299957444,607,0.31880252100840334,combined,20,20,0.5,,,,,,,,,,
0.4888483040885407,0.6497770924381531,0.8073989026929568,0.8463935073431181,12,10,1.6197478991596639,2.0,0.20063025210084034,0.8613445378151261,0.8587591952937743,0.8820234082107238,846,0.44432773109243695,combined,21,21,0.5,,,,,,,,,,
0.40242208299831095,0.5675414382198399,0.6260069144815078,0.5994412281632118,13,10,2.2668067226890756,2.0,0.0031512605042016808,0.7815126050420168,0.8198812792548208,0.8374324572693361,1090,0.5724789915966386,combined,22,22,0.5,,,,,,,,,,
0.5417656059099341,0.5946153172865248,0.8468707919008805,0.800929897966446,13,9,2.1570378151260505,2.0,0.0005252100840336134,0.845063025210084,0.8765033915765933,0.8653488869010616,943,0.4952731092436975,combined,23,23,0.5,,,,,,,,,,
0.5691900558406252,0.6582433893150884,0.021394148890465876,0.06795452010371164,12,10,1.721638655462185,1.0,0.007352941176470588,0.8177521008403361,0.8472706921678658,0.8574218712203756,1864,0.9789915966386554,combined,24,24,0.5,,,,,,,,,,
