panel_index,municipality,profile,mean_peer_coassignment,mean_destination_precision,mean_destination_Jaccard
79,Батыревский муниципальный округ,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
80,Башмаковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
81,Баяндаевский муниципальный район,C,0.4842857142857142,0.3189221373627934,0.2530881071543696
82,Бежаницкий муниципальный район,G,0.8552074688796678,0.824435045379802,0.7550156553784546
83,Безенчукский муниципальный район,F,0.6700000000000003,0.37743080508630433,0.3389972850506994
84,Бейский муниципальный район,F,0.6230674846625768,0.33558787548131674,0.30425057655341664
85,Бековский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
86,Белебеевский муниципальный район,F,0.6489570552147239,0.4680767032151365,0.38465949234244684
87,Белевский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
88,Белинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
89,Беловский муниципальный округ,F,0.6211042944785278,0.3301712926750646,0.29879526877757523
90,Белогорский муниципальный округ,F,0.6335582822085891,0.4052088400234766,0.33870796923781527
91,Белокатайский муниципальный район,G,0.8902282157676347,0.8989663306553125,0.8006308944427861
92,Беломорский муниципальный округ,G,0.7637344398340248,0.7426287986188506,0.665396281734644
93,Белорецкий муниципальный район,F,0.6489570552147239,0.4680767032151365,0.38465949234244684
94,Белохолуницкий муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
95,Белоярский муниципальный район,A,0.822285714285714,0.5943107240327556,0.5704157783476197
96,Беляевский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
97,Бердюжский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
98,Бессоновский муниципальный район,F,0.6521472392638037,0.3842826690912998,0.3342327118641438
99,Бижбулякский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
100,Бийский муниципальный район,F,0.661472392638037,0.39023057445452447,0.34183524434083595
101,Бикинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
102,Билибинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
103,Бирилюсский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
104,Биробиджанский муниципальный район,A,0.828428571428571,0.6023615328686625,0.5766021181113897
105,Бирский муниципальный район,F,0.6489570552147239,0.4680767032151365,0.38465949234244684
106,Благоварский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
107,Благовещенский муниципальный округ,A,0.9245714285714283,0.738266161142899,0.6844584335493775
108,Благодарненский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
109,Богатовский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
110,Богородицкий муниципальный район,G,0.8049792531120332,0.7788199063220074,0.7044149465087127
111,Богородский муниципальный округ,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
112,Боградский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
113,Богучанский муниципальный район,G,0.7109543568464731,0.7040902794871343,0.6133164821918887
114,Бокситогорский муниципальный район,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
115,Болотнинский муниципальный район,F,0.6468711656441718,0.357080712513579,0.3219563990346142
116,Болховский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
117,Большеберезниковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
118,Большеболдинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
119,Большеглушицкий муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
120,Большемурашкинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
121,Большемуртинский муниципальный район,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
122,Большереченский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
123,Большесельский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
124,Большеуковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
125,Большеулуйский муниципальный район,G,0.9057468879668048,0.8982967067152294,0.8138561218447704
126,Большечерниговский муниципальный район,G,0.9043153526970952,0.8922943012292854,0.8108885964895123
127,Бондарский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
128,Борзинский муниципальный район,F,0.6441104294478529,0.43525100006937834,0.3570041489871428
129,Борисоглебский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
130,Боровичский муниципальный район,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
131,Боровский муниципальный район,F,0.6566257668711657,0.5486386544565185,0.4201205654889899
132,Борский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
133,Боханский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
134,Братский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
135,Брединский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
136,Брейтовский муниципальный район,G,0.8843983402489622,0.8654464253646289,0.7881446092909021
137,Бугульминский муниципальный район,F,0.6489570552147239,0.4680767032151365,0.38465949234244684
138,Бугурусланский муниципальный район,G,0.474688796680498,0.49320894680034555,0.3893205329191977
139,Будённовский муниципальный округ,F,0.6694478527607365,0.39604226627972905,0.3463717324314654
140,Буздякский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
141,Буинский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
142,Буйский муниципальный район,G,0.9043153526970952,0.8922943012292854,0.8108885964895123
143,Булунский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
144,Бураевский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
145,Бурейский муниципальный округ,F,0.6335582822085891,0.4052088400234766,0.33870796923781527
146,Бурзянский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
147,Бурлинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
148,Бутурлинский муниципальный округ,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
149,Быковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
150,Быстроистокский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
151,Вагайский муниципальный район,G,0.9043153526970952,0.8922943012292854,0.8108885964895123
152,Вадинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
153,Вадский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
154,Валдайский муниципальный район,G,0.8205601659751038,0.7962876664489407,0.7201030973671422
155,Ванинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
156,Варгашинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
157,Варнавинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
158,Варненский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
159,Вачский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
160,Велижский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
161,Великоустюгский муниципальный округ,F,0.6678527607361966,0.376887419880864,0.33871909713252335
162,Вельский муниципальный район,F,0.6739263803680982,0.532689595972904,0.420973373403653
163,Венгеровский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
164,Веневский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
165,Верхнебуреинский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
166,Верхневилюйский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
167,Верхнекетский муниципальный район,G,0.8383817427385891,0.8140666576183784,0.7380640198710815
168,Верхнеколымский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
169,Верхнетоемский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
170,Верхнеуральский муниципальный район,G,0.8968049792531118,0.876605340295392,0.8003300565780375
171,Верхнеуслонский муниципальный район,F,0.6721472392638038,0.3953763855858903,0.3501417673834777
172,Верховажский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
173,Верховский муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
174,Верхошижемский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
175,Верхоянский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
176,Ветлужский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
177,Вешкаймский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
178,Викуловский муниципальный район,F,0.5780981595092025,0.28882740371892557,0.26421031276481943
179,Вилюйский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
180,Виноградовский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
181,Вичугский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
182,Вожегодский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
183,Вознесенский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
184,Вологодский муниципальный округ,D,0.9122368421052635,0.45854613853310355,0.44973973882931717
185,Володарский муниципальный округ,F,0.6438036809815952,0.3556551010703052,0.31997192561292825
186,Волосовский муниципальный район,F,0.6499999999999999,0.5561933590517045,0.41705548848948665
187,Волховский муниципальный район,F,0.6417791411042946,0.5405322215635688,0.4106083227063694
188,Волчихинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
189,Вольский муниципальный район,F,0.6600000000000001,0.3672697803606498,0.3309178018622606
190,Воскресенский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
191,Воскресенский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
192,Вохомский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
193,Всеволожский муниципальный район,E,0.8720000000000003,0.7628877042254888,0.6834200830393755
194,Вурнарский муниципальный округ,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
195,Выборгский муниципальный район,E,0.8108108108108111,0.69082261604859,0.6226143932965904
196,Высокогорский муниципальный район,F,0.6413496932515338,0.4835306753165563,0.3946471304783287
197,Вытегорский муниципальный район,F,0.6280981595092026,0.34497852911149374,0.3104114867754735
198,Вязниковский муниципальный район,F,0.6211042944785278,0.3301712926750646,0.29879526877757523
199,Вятскополянский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
200,Гаврилов-Ямский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
201,Гаврилово-Посадский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
202,Гавриловский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
203,Гагаринский муниципальный район,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
204,Гагинский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
205,Газимуро-Заводский муниципальный округ,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
206,Галичский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
207,Гатчинский муниципальный район,E,0.8108108108108111,0.69082261604859,0.6226143932965904
208,Гафурийский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
209,Гдовский муниципальный район,F,0.609631901840491,0.3262619873447199,0.29370852460913527
210,Георгиевский муниципальный округ,F,0.6703680981595093,0.4767054185864484,0.39479273856069297
211,Гиагинский муниципальный район,G,0.9048132780082985,0.8870378007011961,0.8097966315143268
212,Глазуновский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
213,Глинковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
214,Горномарийский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
215,Горный муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
216,Городецкий муниципальный округ,F,0.6703067484662577,0.5348637768056214,0.4219484300929954
217,Городовиковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
218,Гороховецкий муниципальный район,G,0.8547510373443983,0.8295114401153697,0.7546180318312227
219,Горьковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
220,Грачёвский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
221,Грачёвский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
222,Грязинский муниципальный район,F,0.6438036809815952,0.3556551010703052,0.31997192561292825
223,Грязовецкий муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
224,Гурьевский муниципальный округ,F,0.6641717791411043,0.49664151100261533,0.404620480010219
225,Гусь-Хрустальный муниципальный район,G,0.9057468879668048,0.8982967067152294,0.8138561218447704
226,Давлекановский муниципальный район,G,0.44004149377593366,0.5025179649182041,0.3600967182823689
227,Далматовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
228,Дальнеконстантиновский муниципальный округ,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
229,Дальнереченский муниципальный район,F,0.5208588957055215,0.3596451801158091,0.2874408718855491
230,Данковский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
231,Даровской муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
232,Дедовичский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
233,Демидовский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
234,Дергачевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
235,Дзун-Хемчикский муниципальный район,C,0.46714285714285725,0.3388333507216227,0.2584044368106294
236,Дивеевский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
237,Дигорский муниципальный район,C,0.7085714285714286,0.8393131386968361,0.5899290715372216
238,Дновский муниципальный район,G,0.820954356846473,0.7923409914813333,0.7208165720146213
239,Добринский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
240,Добровский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
241,Доволенский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
242,Долгоруковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
243,Должанский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
244,Домбаровский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
245,Дорогобужский муниципальный район,G,0.7870954356846472,0.7621706349205302,0.6867698751050207
246,Дрожжановский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
247,Дубовский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
248,Дуванский муниципальный район,G,0.47890041493775937,0.5383762366615187,0.3960917729697052
249,Дульдургинский муниципальный район,F,0.5944171779141105,0.3906384089452905,0.31537970448012176
250,Думиничский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
251,Духовницкий муниципальный район,G,0.8069709543568463,0.8833795938199737,0.7189201918555075
252,Духовщинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
253,Дюртюлинский муниципальный район,F,0.6509815950920245,0.4717281409817331,0.3842758785154467
254,Егорьевский муниципальный район,G,0.8354356846473029,0.8821312365766998,0.7453085489712719
255,Екатериновский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
256,Елабужский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
257,Еланский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
258,Елизовский муниципальный район,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
259,Елховский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
260,Ельниковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
261,Ельнинский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
262,Ельцовский муниципальный район,G,0.8624481327800828,0.8880055114354642,0.7697935653348005
263,Еманжелинский муниципальный район,G,0.897323651452282,0.8759891065050688,0.8011410534896047
264,Емельяновский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
265,Енисейский муниципальный район,G,0.8547510373443983,0.8295114401153697,0.7546180318312227
266,Енотаевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
267,Ермаковский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
268,Ермекеевский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
269,Ермишинский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
270,Ершичский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
271,Ершовский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
272,Еткульский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
273,Жердевский муниципальный округ,G,0.9053319502074686,0.9031245193661228,0.814877043328707
274,Жигаловский муниципальный район,F,0.6786503067484664,0.4894773735329192,0.403188064789477
275,Жиздринский муниципальный район,G,0.8908713692946055,0.8656649014239187,0.7928117404764293
276,Жирновский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
277,Жуковский муниципальный район,G,0.8049792531120332,0.7788199063220074,0.7044149465087127
278,Забайкальский муниципальный район,D,0.894868421052632,0.4410600071462422,0.4329729008169275
279,Завитинский муниципальный округ,F,0.5963803680981596,0.33948452404492035,0.2933065898255459
280,Заволжский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
281,Завьяловский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
282,Задонский муниципальный район,G,0.9058298755186719,0.8978680188380334,0.8137850783535215
283,Заинский муниципальный район,F,0.6557055214723927,0.42751474629261815,0.3606208475198678
284,Заларинский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
285,Залегощенский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
286,Залесовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
287,Заокский муниципальный район,F,0.6499999999999999,0.5561933590517045,0.41705548848948665
288,Захаровский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
289,Звениговский муниципальный район,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
290,Звериноголовский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
291,Здвинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
292,Зейский муниципальный округ,A,0.9408571428571426,0.7268135437384217,0.6882053842730724
293,Зеленодольский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
294,Зеленчукский муниципальный район,C,0.697857142857143,0.8214581238011063,0.5790000143212736
295,Земетчинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
296,Зианчуринский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
297,Зилаирский муниципальный район,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
298,Зиминский муниципальный район,G,0.8707883817427383,0.8419028055067349,0.7707038062368842
299,Змеиногорский муниципальный район,G,0.7766390041493776,0.8574691280071812,0.6880156103979005
300,Знаменский муниципальный округ,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
301,Зональный муниципальный район,G,0.9062448132780081,0.8930402061871401,0.8127641568695849
302,Зубово-Полянский муниципальный район,G,0.9053319502074686,0.9031245193661228,0.814877043328707
303,Зуевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
304,Зырянский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
305,Ибресинский муниципальный округ,G,0.7954564315352697,0.8750879754200165,0.7058790361180285
306,Ивановский муниципальный округ,F,0.6335582822085891,0.4052088400234766,0.33870796923781527
307,Ивановский муниципальный район,D,0.9756578947368425,0.5116609246776775,0.4993048541706834
308,Ивантеевский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
309,Иглинский муниципальный район,F,0.6786503067484664,0.4894773735329192,0.403188064789477
310,Идринский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
311,Ижемский муниципальный район,G,0.8547510373443983,0.8295114401153697,0.7546180318312227
312,Ижморский муниципальный округ,G,0.8833817427385892,0.8546162072277914,0.7841561624517074
313,Измалковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
314,Износковский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
315,Изобильненский муниципальный округ,F,0.5728220858895706,0.3033187164756371,0.272604826608444
316,Икрянинский муниципальный район,G,0.9034854771784228,0.9079511089614986,0.8146376943842004
